date,open,high,low,close,volume
1993-01-29,24.13041816022284,24.13041816022284,24.01036632857994,24.11326789855957,1003200
1993-02-01,24.130403445938885,24.28475570678711,24.130403445938885,24.28475570678711,480500
1993-02-02,24.267609235348207,24.35336050473106,24.216158473718494,24.336210250854492,201300
1993-02-03,24.370518159001772,24.61062178618406,24.353367899917327,24.59347152709961,529400
1993-02-04,24.67921891477373,24.747819940249126,24.404814812872146,24.696369171142578,531500
1993-02-05,24.679229736328125,24.730680527995244,24.54202762521581,24.679229736328125,492100
1993-02-08,24.679229736328125,24.764981055773326,24.644929208550046,24.679229736328125,596100
1993-02-09,24.59346076105757,24.59346076105757,24.45625874844358,24.507709503173828,122100
1993-02-10,24.50771456544504,24.559165330802866,24.439113544967938,24.542015075683594,379600
1993-02-11,24.576323738681754,24.76497660757603,24.576323738681754,24.66207504272461,19500
1993-02-12,24.627763840395332,24.627763840395332,24.473411560058594,24.473411560058594,42500
1993-02-16,24.404818728876833,24.404818728876833,23.82170991877015,23.85601043701172,374800
1993-02-17,23.85600790805954,23.890308422664944,23.753106364243322,23.838857650756836,210900
1993-02-18,24.113263069081427,24.113263069081427,23.495853772860283,23.82170867919922,378100
1993-02-19,23.821707970442695,23.907459259033203,23.78740745500649,23.907459259033203,34900
1993-02-22,23.976046239758837,24.02749698276261,23.907445249087136,23.993196487426758,513600
1993-02-23,24.06181598630586,24.078966247165663,23.856012855988205,23.976064682006836,373700
1993-02-24,23.993201436296022,24.28475570678711,23.993201436296022,24.28475570678711,26300
1993-02-25,24.267609235348207,24.35336050473106,24.216158473718494,24.336210250854492,44500
1993-02-26,24.38766226342327,24.38766226342327,24.250460225373068,24.370512008666992,66200
1993-03-01,24.456270367306725,24.456270367306725,24.267617510335917,24.301918029785156,66500
1993-03-02,24.319069826553193,24.662075042724606,24.284769304936052,24.66207504272461,182400
1993-03-03,24.696362144068665,24.78211340151335,24.662061641090794,24.764963150024414,280100
1993-03-04,24.799273963758207,24.799273963758207,24.627771377563477,24.627771377563477,89500
1993-03-05,24.662061741898178,24.76496325125241,24.542009980984904,24.559160232543945,40000
1993-03-08,24.61061009943811,25.107967376708984,24.61061009943811,25.107967376708984,50800
1993-03-09,25.056521119607318,25.073671373624844,24.970769849519684,25.022220611572266,169300
1993-03-10,25.022228192696005,25.073678970336914,24.919326637414184,25.073678970336914,194400
1993-03-11,25.090822914500293,25.159423934088814,24.97077113022039,25.00507164001465,70900
1993-03-12,24.79927066953663,24.81642092587794,24.593467593440888,24.747819900512695,643600
1993-03-15,24.730679668558054,24.86788177490234,24.730679668558054,24.867881774902344,310800
1993-03-16,24.86788177490234,24.936482828074485,24.86788177490234,24.867881774902344,30800
1993-03-17,24.833569931040863,24.833569931040863,24.67921763174572,24.713518142700195,21800
1993-03-18,24.816430985023235,24.970783354660558,24.816430985023235,24.867881774902344,59300
1993-03-19,24.9680883816594,24.9680883816594,24.830238342285156,24.830238342285156,66900
1993-03-22,24.588999104682834,24.744080388454485,24.571767850930428,24.692386627197266,183400
1993-03-23,24.76130511700941,24.77853636622097,24.709611369374734,24.74407386779785,55200
1993-03-24,24.709611369374734,24.847461363067204,24.588992624893827,24.74407386779785,37200
1993-03-25,24.761308465449453,24.95085223240836,24.726845962366017,24.899158477783203,110100
1993-03-26,24.88194276495119,24.89917402725379,24.74409266653041,24.761323928833008,101500
1993-03-29,24.778549746845798,24.985324849044787,24.778549746845798,24.86470603942871,87100
1993-03-30,24.899159855239542,24.933622360229496,24.864697350249592,24.933622360229492,56000
1993-03-31,25.002543808183898,25.071468808344292,24.916387557983402,24.9163875579834,111600
1993-04-01,24.950857126737617,24.950857126737617,24.778544577519817,24.830238342285156,129500
1993-04-02,24.623450158252354,24.623450158252354,24.313287734985355,24.31328773498535,59400
1993-04-05,24.50285257842544,24.50285257842544,24.365002493596045,24.433927536010742,172200
1993-04-06,24.48561474828437,24.48561474828437,24.296070932498917,24.3649959564209,129700
1993-04-07,24.399443805847813,24.45113754272461,24.347750068971017,24.45113754272461,28000
1993-04-08,24.554544716715895,24.554544716715895,24.31330708441132,24.41669464111328,180800
1993-04-12,24.65793635501742,24.778555191135602,24.623473830412223,24.761323928833008,348500
1993-04-13,24.744084236356944,24.899165544244976,24.726852979924942,24.81300926208496,146100
1993-04-14,24.830246791388625,24.847478052173766,24.761321748248058,24.778553009033203,119600
1993-04-15,24.761321748248058,24.830246791388625,24.675165444322353,24.778553009033203,148600
1993-04-16,24.79578426981834,24.830246791388625,24.74409048746292,24.778553009033203,47900
1993-04-19,24.778539332597614,24.847464337695243,24.657920573676765,24.675151824951172,157000
1993-04-20,24.64069500304105,24.675157513534813,24.399457429584704,24.55453872680664,279500
1993-04-21,24.606225110171888,24.606225110171888,24.468375109554678,24.53730010986328,67900
1993-04-22,24.433923146124414,24.640698236218554,24.227148056030273,24.227148056030273,97700
1993-04-23,24.17544443811689,24.244369440078735,24.089288185664586,24.123750686645508,106000
1993-04-26,24.140990625962324,24.227146909424004,23.865290518884954,23.934215545654297,62600
1993-04-27,23.899760349523646,24.192691802978516,23.899760349523646,24.192691802978516,156800
1993-04-28,24.15821674191722,24.209910500994074,24.106522982840364,24.1409854888916,85900
1993-04-29,24.19268146506759,24.244375228881836,24.054831428229598,24.244375228881836,85000
1993-04-30,24.330544346524437,24.41670066503196,24.278850555419925,24.278850555419922,88500
1993-05-03,24.31330871178502,24.433927536010742,24.20992114816297,24.433927536010742,80500
1993-05-04,24.48561614513062,24.606234943875105,24.451153631203624,24.520078659057617,149100
1993-05-05,24.52007948642188,24.67516080432617,24.52007948642188,24.589004516601562,109000
1993-05-06,24.55452997473222,24.571761223837292,24.485604978311915,24.502836227416992,54700
1993-05-07,24.520062525227004,24.520062525227004,24.416675051473412,24.45113754272461,68000
1993-05-10,24.485604978311915,24.640686220257596,24.485604978311915,24.502836227416992,113900
1993-05-11,24.502849859349865,24.606237411499023,24.433924824583762,24.606237411499023,42600
1993-05-12,24.502846596117273,24.589002878100807,24.502846596117273,24.5717716217041,31000
1993-05-13,24.468394456136476,24.468394456136476,24.261619291718418,24.278850555419922,129100
1993-05-14,24.27884701436216,24.347772059115496,24.244384491985493,24.261615753173828,63500
1993-05-17,24.3305337127016,24.34776496887207,24.22714617567879,24.34776496887207,34000
1993-05-18,24.364998404094926,24.38222966180645,24.244379600114257,24.330535888671875,105200
1993-05-19,24.33053194955353,24.830238342285156,24.17545065525751,24.830238342285156,50200
1993-05-20,24.830233471616328,24.899158477783203,24.778539716991173,24.899158477783203,98200
1993-05-21,24.916389342792872,24.95085184534169,24.657920573676765,24.675151824951172,221400
1993-05-24,24.726859226677778,24.864709312958908,24.726859226677778,24.778553009033203,30500
1993-05-25,24.881932107050496,24.881932107050496,24.830238342285156,24.830238342285156,191800
1993-05-26,24.89915481734717,25.157623552475343,24.881923568338628,25.140392303466797,102400
1993-05-27,25.17487719691931,25.17487719691931,25.019795817882844,25.054258346557617,53800
1993-05-28,25.037009875199345,25.037009875199345,24.813003592764666,24.933622360229492,79100
1993-06-01,25.01976735391166,25.261004780189047,24.985304864443464,25.174848556518555,28300
1993-06-02,25.10592980544971,25.226548548509523,25.00254231139844,25.140392303466797,20300
1993-06-03,25.088720875232386,25.088720875232386,25.00256455354546,25.054258346557617,21600
1993-06-04,24.985319404786335,24.985319404786335,24.864700621452883,24.968088150024414,32000
1993-06-07,25.01978133986201,25.01978133986201,24.88193130493164,24.88193130493164,121400
1993-06-08,24.81301169725334,24.81301169725334,24.657930374145508,24.657930374145508,104500
1993-06-09,24.74407386779785,24.847461363067204,24.709611369374734,24.74407386779785,43300
1993-06-10,24.72686140422781,24.778555191135602,24.675167617320017,24.761323928833008,17900
1993-06-11,24.847474780912126,24.899168556461877,24.761318488329216,24.86470603942871,647400
1993-06-14,24.899163361972278,24.916394616894056,24.830238342285156,24.830238342285156,64200
1993-06-15,24.864709312958908,24.88194057374405,24.7785530090332,24.778553009033203,142400
1993-06-16,24.778544577519817,24.830238342285156,24.709619557832696,24.830238342285156,330900
1993-06-17,24.881925057903203,24.916387557983402,24.830231307782906,24.9163875579834,37400
1993-06-18,24.90209740869115,24.90209740869115,24.711210250854492,24.711210250854492,58500
1993-06-21,24.78061898438013,24.78061898438013,24.728558860463366,24.76326560974121,29300
1993-06-22,24.797970133335316,24.797970133335316,24.745910014091084,24.780616760253906,137500
1993-06-23,24.78062859525108,24.78062859525108,24.555034637451175,24.555034637451172,227600
1993-06-24,24.62445529235457,24.88475608825684,24.62445529235457,24.884756088256836,243700
1993-06-25,24.867389678955078,24.936803188177564,24.850036301649457,24.867389678955078,44800
1993-06-28,24.9888601362335,25.14504051208496,24.954153386044286,25.14504051208496,439900
1993-06-29,25.11033407626635,25.11033407626635,24.988860449083308,25.02356719970703,207500
1993-06-30,25.05827395033076,25.11033407626635,24.988860449083308,25.02356719970703,437600
1993-07-01,25.05828480196596,25.05828480196596,24.91945773935119,24.954164505004883,605700
1993-07-02,24.86738681659832,24.88474019190648,24.72855981413301,24.815326690673828,285400
1993-07-06,24.78062859525108,24.850042120727974,24.520327874712727,24.555034637451172,246400
1993-07-07,24.53768756912156,24.659161269958798,24.53768756912156,24.624454498291016,343700
1993-07-08,24.641787592126935,24.95414827991446,24.607080849039434,24.902088165283203,248200
1993-07-09,24.902085011994533,24.971498489379883,24.85002490395552,24.971498489379883,378200
1993-07-12,24.93681112217804,24.97151788783173,24.902104356524347,24.954164505004883,373700
1993-07-13,24.971512483239753,25.04092599952395,24.797978692529263,24.936805725097656,389600
1993-07-14,24.95415369845958,25.092980700954488,24.936800323147715,25.02356719970703,617300
1993-07-15,25.006217649720174,25.006217649720174,24.867390625988207,24.919450759887695,443800
1993-07-16,24.936797766712125,24.954151140244978,24.815324151982143,24.85003089904785,216400
1993-07-19,24.85004266702904,24.85004266702904,24.763275758275448,24.83268928527832,188200
1993-07-20,24.81532130756445,24.902088165283207,24.693847706758188,24.902088165283203,68500
1993-07-21,24.867402701863355,24.88475608825684,24.797989156289415,24.884756088256836,142700
1993-07-22,24.850037274735698,24.884744030706,24.711210250854492,24.711210250854492,632400
1993-07-23,24.763275758275448,24.83268928527832,24.745922376524728,24.83268928527832,286200
1993-07-26,24.902085011994533,25.023558597418898,24.902085011994533,24.971498489379883,121300
1993-07-27,24.988871270658578,25.006224653485425,24.867397590870652,24.954164505004883,92800
1993-07-28,24.902088165283207,24.95414827991446,24.867381422195702,24.902088165283203,30800
1993-07-29,24.954157183588332,25.110337583207453,24.91945042811742,25.040924072265625,331000
1993-07-30,25.040915137633217,25.040915137633217,24.867381422195702,24.902088165283203,75300
1993-08-02,24.93679175068721,25.05826533611157,24.93679175068721,24.971498489379883,41300
1993-08-03,25.023567835489906,25.092981338500977,24.90209420522054,24.988861083984375,81600
1993-08-04,24.988861083984375,25.040921211242676,24.919447580973305,24.988861083984375,434000
1993-08-05,24.988865862310803,24.988865862310803,24.902098966955556,24.936805725097656,36800
1993-08-06,25.00620522807256,25.023558597418898,24.93679175068721,24.971498489379883,402300
1993-08-09,25.040928502534285,25.179755548979383,24.988868360117376,25.110342025756836,828200
1993-08-10,25.092981338500977,25.110334714253742,25.05827458699544,25.092981338500977,604900
1993-08-11,25.075627962748207,25.162394841512043,25.075627962748207,25.092981338500977,542200
1993-08-12,25.16239420220194,25.16239420220194,24.936800323147715,25.02356719970703,303700
1993-08-13,25.04092756466852,25.075634324979912,25.04092756466852,25.05828094482422,103500
1993-08-16,25.07563555536191,25.266522746440792,25.07563555536191,25.19710922241211,241800
1993-08-17,25.179765629293826,25.28388595581055,25.179765629293826,25.283885955810547,369300
1993-08-18,25.37063122641918,25.474751464010502,25.353277853487292,25.422691345214844,414300
1993-08-19,25.44004471814673,25.44004471814673,25.387984599351068,25.422691345214844,28500
1993-08-20,25.370632814352707,25.44004631042481,25.35327944033468,25.440046310424805,80700
1993-08-23,25.33593272315421,25.405346237464222,25.33593272315421,25.38799285888672,15600
1993-08-24,25.38798400951125,25.665637969970703,25.38798400951125,25.665637969970703,273400
1993-08-25,25.665645279755463,25.787118922053153,25.630938524813264,25.682998657226562,242300
1993-08-26,25.700342178344727,25.839169144871907,25.596221953449337,25.700342178344727,120000
1993-08-27,25.630938524813264,25.682998657226562,25.630938524813264,25.682998657226562,25700
1993-08-30,25.70035582628417,25.821829486502935,25.70035582628417,25.78712272644043,183500
1993-08-31,25.769760458261374,25.85652732849121,25.73505371016944,25.85652732849121,66500
1993-09-01,25.76975728234937,25.873877513793204,25.76975728234937,25.82181739807129,136500
1993-09-02,25.83918958215077,25.873896351233576,25.71771589036094,25.735069274902344,472400
1993-09-03,25.71769651634031,25.787110002214373,25.68298977340328,25.752403259277344,630500
1993-09-07,25.752410257202314,25.787117009570512,25.54416974299313,25.578876495361328,196400
1993-09-08,25.578878092392518,25.578878092392518,25.318577433379026,25.492111206054688,269900
1993-09-09,25.387986198715545,25.561519938966505,25.387986198715545,25.544166564941406,239200
1993-09-10,25.61357408003374,25.787107779762962,25.578867340087893,25.76975440979004,106500
1993-09-13,25.856536246565437,25.856536246565437,25.78712272644043,25.78712272644043,66900
1993-09-14,25.71770541216876,25.71770541216876,25.596231769871064,25.682998657226562,184500
1993-09-15,25.578869544592184,25.769756630745857,25.492102687249606,25.752403259277344,101000
1993-09-16,25.71770605311826,25.735059431021845,25.630939163600317,25.648292541503906,54300
1993-09-17,25.63347951516936,25.650941013476697,25.563633521940016,25.598556518554688,200900
1993-09-20,25.63348769616884,25.68587220780951,25.389026641845703,25.389026641845703,57800
1993-09-21,25.42394252906099,25.45886552704047,25.039789551286717,25.301712036132812,318200
1993-09-22,25.389017153406375,25.54617062959665,25.354094158697425,25.511247634887695,439700
1993-09-23,25.58110155971623,25.66840907357192,25.546178554173956,25.65094757080078,88500
1993-09-24,25.61601964800838,25.633481147427606,25.546173650331465,25.581096649169922,53500
1993-09-27,25.773168060282128,25.860475540161133,25.773168060282128,25.860475540161133,274600
